"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Colour Family","attr_Package Contents","attr_Fabric Type","attr_Pattern","attr_Season","attr_Country_of_Origin","attr_Ideal for","attr_Fabric","attr_Colour Code","attr_Size","attr_Colour","attr_Brand","attr_Material","attr_Ideal For","attr_Key Features","attr_Durability","attr_Country of Origin","attr_Set includes","attr_Packaging","attr_Thread Count (TC)","attr_Usage Instructions","attr_Color","attr_Pattern Type","attr_Package contents","attr_Standard Size","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Basic Colour","attr_Product Type","attr_Features 1","attr_Features 2","attr_Theme","attr_Work Type","attr_Quantity","attr_Secondary Color","attr_Finish","attr_Design","attr_Wash Care","attr_Bedsheet Dimensions"
"TLS-BOHO-RAINBOW-CC-2PC","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","104CC",649,1899,280,10,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_CLSGQH9VS5_2026-04-22_2.png","","","","","","","","","","","","","size","Rainbow","Rainbow","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Vibrant Multi-Colour Options",,"Pure Cotton","Bohemian Tufted  Textured Embossed Pattern",,,,,,,,,,,,,,,,,,,,,"16 x 16 inches",,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"KD-RR-SOFTPNK-KDB","","Soft Pink Floral Cotton Bedsheet Set","147BS",1299,3199,600,8,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_ASSTXOXF03_2026-03-14_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_EMEU6QAL0T_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_6T4JBP6N8L_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_PF31F9XOJS_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_EBFCM6RU00_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_8SN3RJMKJR_2026-03-14_6.JPEG","","","","","","","home__home_improvement__utility","size","100*108 inches","Blush Pink with white & grey accents","This Soft Pink Floral Cotton Double Bedsheet Set is made from soft, breathable cotton that feels gentle on the skin and keeps you comfortable all year round. The elegant floral print in soothing pink tones adds freshness and warmth to your bedroom décor.
Designed for everyday comfort, the bedsheet offers a smooth finish, beautiful fall, and long-lasting colour. Ideal for modern Indian homes, this cotton bedsheet comes with matching pillow covers for a complete and coordinated look.
Perfect for daily use, gifting, or refreshing your bedroom effortlessly.","6",true,"","Panipat_132103_0180d","","","",,"Modern Floral",,,,,"Floral Print with Striped Border",,,,,,,,"Aaram Homes",,,,"Built with high-quality, durable materials","India","One double bedsheet and 2 large pillow covers","Eco-friendly packaging",,,"Blush Pink with white & grey accents",,,,,,,,,,,,,,,,,,
"KD-RJ-BLUELOTUS-KDB","","Serene Blue (Lotus) Pure Cotton King Size Bedsheet Set","144BS",1299,2499,600,6,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_QVPU17K6GN_2026-04-22_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_7O0VULLTHW_2026-04-22_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_4TP2ZPKKY3_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_U00Z5TBPAL_2025-10-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_F3PJOR1VAI_2025-10-04_3.png","","","","","","","","home__home_improvement__utility","size","100 x 108 Inches","Blue , Green & White","Crafted From Premium, Breathable Cotton, This Serene Blue Bedsheet Set Offers The Perfect Blend Of Comfort And Style.
 The Captivating Pattern Features Delicate Lotus Flowers In Shades Of Serene Blue And Cool Sage Green, Bringing A Touch Of Nature's Elegance Indoors.

Why You'll Love it:
-  Made From 100% Cotton
- Machine Washable And Fade-Resistant For Long-Lasting Beauty.
- Perfect For Adding A Touch Of Nature-Inspired Elegance To Your Home.","6",true,"","Panipat_132103_0180d","","","",,"Modern, Elegant, Nature-Inspired",,,,,"Floral / Botanical (Lotus)",,,,,,"Bedsheet: 100 x 108 Inches And 2 large pillow covers","Blue , Green & White","Aaram Homes","Pure Cotton","Home","Premium Quality","Built with high-quality, durable materials","India","1 Double Bedsheet + 2 Pillow Covers",,,,,,,,,,,,,,,,,,,,,,
"KD-MDB-RYPK-KDB","","Royal Peacock Floral Pure Cotton Super King size Bedsheet Set","MDB-RYPEACOCK-KDB",1499,3499,750,9,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_RTTAZDE27V_2026-03-14_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_VEMYYQ01W4_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_JO1HF509DI_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_MK8B94W50A_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_0925UA976O_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_080EWM7GAQ_2026-03-14_6.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_PAUUCA4R2N_2026-03-14_7.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_W7NIIYJIRP_2026-03-14_8.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_OFGE1UZQW4_2026-03-14_9.JPEG","","","","home__home_improvement__utility","size","108*108 inches","White base with Blue & Olive Green motifs","Bring calm nature into your bedroom with our Royal Peacock Floral Printed Cotton Bedsheet Set. Designed with intricate peacock and floral motifs, this bedsheet blends traditional artistry with modern minimal aesthetics.
Crafted from soft, breathable pure cotton, it offers all-night comfort while enhancing your room decor with its soothing colour palette. The detailed border print and matching pillow covers add a refined finish to your bed.
Perfect for everyday use as well as festive home styling, this bedsheet set is ideal for those who love subtle luxury and elegant Indian prints.
Ideal for: Master bedrooms, guest rooms, gifting, and premium home styling.","6",true,"","Panipat_132103_0180d","","","",,"Classic Indian, Elegant & Minimal",,,,,"Peacock Motif
Floral Handblock-Inspired Print
Decorative Border Print",,,,,,,,"Aaram Homes",,,,"Built with high-quality, durable materials","India","One double bedsheet and 2 large pillow covers","Eco-friendly packaging",,,"White base with Blue & Olive Green motifs",,,,,,,,,,,,,,,,,,
"KD-RR-BLELE-KDB","","Blue Elephant Tree of Life Cotton Bedsheet Set – Handcrafted Indian Art Print","110BS",1499,3499,750,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_566EWF02N4_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_8IHRRHKUJA_2026-03-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_7R273FU3JS_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_WU5OJ5XEEA_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_SH4MZ9Z0JV_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_YZ8HZO2SDF_2026-03-14_4.png","","","","","","","home__home_improvement__utility","size","108*108 inches","Blue, Teal & White","Bring timeless Indian artistry into your bedroom with this Blue Elephant Tree of Life Cotton Bedsheet Set. Designed with a beautifully detailed Tree of Life motif and elegant elephant illustrations, this bedsheet blends heritage charm with modern aesthetics.
Crafted from soft, breathable cotton, the fabric feels gentle against the skin and offers all-night comfort. The calming palette of blue, white and teal creates a serene sleeping environment while adding a sophisticated touch to your décor.
Perfect for everyday luxury or festive home styling, this bedsheet set pairs effortlessly with modern and traditional interiors alike.
✔ Soft & skin-friendly cotton
✔ Fade-resistant colours
✔ Smooth finish with a premium feel
✔ Ideal for Indian homes & all seasons","6",true,"","Panipat_132103_0180d","","","",,"Indian Heritage Art",,,,,"Elephant & Tree of Life Motif",,,,,,,,"Aaram Homes",,,,"Built with high-quality, durable materials","India","One double bedsheet and 2 large pillow covers","Eco-friendly packaging",,,"Blue, Teal & White",,,,,,,,,,,,,,,,,,
"KD-RR-YLELE-KDB","","Yellow Elephant Tree of Life Cotton Bedsheet Set – Handcrafted Indian Art Print","108BS",1499,3499,750,6,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_MMDLSDYB81_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_S2GW2TREH0_2026-03-14_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_87JH9VCGKU_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_GQ9D4N1TRA_2026-03-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_OFG6XJLXGV_2026-03-14_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_H676SE8SAY_2026-03-14_6.png","","","","","","","home__home_improvement__utility","size","108*108 inches","Mustard Yellow & White","Bring home warmth, culture, and comfort with this beautifully crafted Tree of Life Elephant Print Cotton Bedsheet Set. Inspired by traditional Indian folk art, the design features an elegant elephant beneath a flourishing tree, symbolising prosperity, strength, and harmony.
Made from soft, breathable cotton, this bedsheet feels luxuriously smooth against the skin and is perfect for everyday use. The soothing white base with mustard yellow accents instantly brightens your bedroom while maintaining a calm, modern aesthetic. Natural daylight highlights the fine detailing and softness of the fabric, making it a perfect blend of style and comfort.
Ideal for modern Indian homes.","6",true,"","Panipat_132103_0180d","","","",,"Indian Heritage Art",,,,,"Tree of Life with Elephant Motif",,,,,,,,"Aaram Homes",,,,"Built with high-quality, durable materials","India","One double bedsheet and 2 large pillow covers","Eco-friendly packaging",,,"Mustard Yellow & White",,,,,,,,,,,,,,,,,,
"TLS-STRP-MGREY-DWB","","Cotton Stripes Diwan Bedsheet Set (5 cushion covers, 2 bolster covers & 1 Diwan Bedsheet)","102DS",690,1299,290,9,38,30,5,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_STRP_MG_DWB_1759703456184_p8cwo9cjx7n5per.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/A5FoXH6N_LAR9HATZ3M_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/A5FoXH6N_E4O9B8KIZ7_2025-10-14_2.jpg","","","","","","","","","","home__home_improvement__utility","size","70"" x 100""","Midnight Grey","Give your living room a fresh and elegant makeover with this beautifully crafted Stripes Diwan Set. Made from a premium imported cotton-blend fabric, it’s soft, comfortable, and durable—perfect for everyday use and special occasions alike. The classic striped design blends effortlessly with any décor, adding a clean and stylish touch to your space.
Key Features:
- Soft and breathable imported cotton fabric
- Elegant stripes pattern that suits all home styles
- Designed to fit standard diwans perfectly","6",true,"","Panipat_132103_0180d","","","",,"modern, minimal style",,,,,"striped pattern",,,,,,"1 Diwan Bedsheet (Size: 70"" x 100""); 2 Bolster Covers; 5 Cushion Covers (16"" x 16"")","Midnight Grey","Aaram Homes","Imported cotton","Home","Premium Quality","Built with high-quality, durable materials","India","1 Diwan bedsheet + 5 cushion covers + 2 bolster covers","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"BLU_GRN_STRIPES","","Blue Bay Stripes 300 TC Pure Cotton Bedsheet Set
","115BS",2499,3999,1200,8,38,30,5,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_WPOCRAOT6W_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_NSOO14304V_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_0TD3VV0SFZ_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_1WOKRDNF91_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_1LO4YITEW9_2026-07-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_Q3QSHF71DX_2026-07-17_6.png","","","","","","","","size","108x108 inches","","Transform your bedroom into a serene retreat with the Blue Bay Stripes Pure Cotton Bedsheet Set. Inspired by the calming shades of the ocean, this elegant striped design blends rich blue, cool green, and crisp white to create a timeless look that complements modern and minimalist interiors.
Crafted from 100% Pure Cotton, the fabric is exceptionally soft, breathable, and gentle on the skin, ensuring a cool and comfortable night's sleep throughout the year.
Reasons You'll Love It
100% Pure Cotton for natural softness and breathability.
Timeless Blue & Sage Stripe Design that suits both modern and classic bedrooms.
Soft, Smooth & Skin-Friendly fabric for everyday comfort.
Generous King Size Fit (108 × 108 inches) for a neat, elegant look.
Easy to Wash & Durable, maintaining its softness and colour wash after wash.","1",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist, Everyday Premium",,"Blue & Green tones",,"300 TC Pure Cotton","Classic Vertical Stripes",,,,,,,,,,,,,,,,,,,,"1 King Size Pure Cotton Bedsheet (108 × 108 inches),     2 Matching Pillow Covers",,,,,,,,,,,,,,,,
"KD-MDB-WORLI-SK","","Blue Worli Print Pure Cotton - Super King Size Bedsheet Set","146BS",1599,2799,750,9,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_12RLWPCP5Q_2026-01-03_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_PDTMX6C1H4_2026-01-03_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_EDANEMB8JU_2026-01-03_3.jpeg","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_vid/GXuzeRLK_2QIIS00ILL_2026-01-03_1.mp4","","home__home_furnishing__bed_linen","size","110*110 inches","Blue madhubani print on Soft White base","Bring timeless Indian artistry to your bedroom with our Madhubani print pure cotton bedsheet.
 Crafted from 100% breathable cotton, this bedsheet features a soothing ethnic village-inspired design that feels soft, skin-friendly, and perfect for everyday luxury. 
Ideal for Indian homes that value comfort with culture.

Set Includes:
1 Super King Size Bedsheet + 2 Matching Pillow Covers

Fabric:
100% Pure Cotton | Soft | Breathable | Easy Maintenance","6",true,"","Panipat_132103_0180d","","","",,,,,,"100% Pure Cotton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110*110 inches"
"Pink_Stripes_Linen_Bedsheet","","Gulmohar Lane Linen Blend Bedsheet Set- with 2 Large Pillow covers","GLL_PINKLINEN_SKDB",2199,2999,950,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_ST04KQ3FHZ_2026-07-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_9JUBSA8Q90_2026-07-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_GI2UAEW5VW_2026-07-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_3WYO40R3L3_2026-07-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_RAULT0G7JL_2026-07-29_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_01QALC6H6O_2026-07-29_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_DUMT6801TB_2026-07-29_6.png","","","","","","","size","110*110 inches","Ivory White, Soft Blush Pink","Bring home the quiet charm of soft florals and timeless elegance with the Gulmohar Lane Linen Blend Bedsheet Set. Designed for homes that embrace comfort as much as style, this bedsheet features delicate blush floral sprigs set against a soothing ivory base, complemented by fine striped detailing that adds depth without overwhelming the space.
Woven from a premium cotton-linen blend, the fabric feels naturally breathable, lightweight, and gentle on the skin. Its subtle linen texture gives your bed a relaxed, lived-in elegance while remaining soft enough for everyday comfort. Whether you're starting your morning with a cup of coffee or winding down after a long day, this bedsheet creates a bedroom that feels calm, fresh, and inviting.
The versatile design blends beautifully with Scandinavian and contemporary interiors, making it an effortless addition to any home.
Durable, easy to care for, and thoughtfully crafted, it's a bedsheet you'll enjoy every single day.


Why You'll Love It:
- Premium Cotton Linen Blend
- Elegant Floral & Stripe Design
- Naturally Soft Texture - with a relaxed linen look that becomes even softer after every wash.
- Durable & Easy to Maintain

Perfect for Modern Minimalist Homes, creating a bright, airy, and luxurious bedroom aesthetic.","2",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist • Soft Botanical",,"Ivory White, Soft Blush Pink","One King Size Bedsheet and 2 Large Pillow covers","Premium Cotton Linen","Floral & Stripes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
